#Data tag : 19v3 , Norm tag: None
run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
321434:7063,08/18/18 18:51:20,219,HLT_Mu9_IP5_part0_v2,0.011298303,0.010746957
321436:7063,08/18/18 20:20:52,710,HLT_Mu9_IP5_part0_v2,0.028415912,0.027688386
321457:7065,08/19/18 12:52:29,1036,HLT_Mu9_IP5_part0_v2,0.044042257,0.042631376
321461:7065,08/19/18 19:38:10,149,HLT_Mu9_IP5_part0_v2,0.004313261,0.004202619
321475:7069,08/20/18 05:59:11,1344,HLT_Mu9_IP5_part0_v2,0.052092325,0.050371120
321732:7080,08/24/18 01:40:38,1036,HLT_Mu9_IP5_part0_v2,0.047258243,0.045583690
321735:7080,08/24/18 08:34:37,143,HLT_Mu9_IP5_part0_v2,0.004762623,0.004627397
321755:7083,08/24/18 17:05:25,184,HLT_Mu9_IP5_part0_v2,0.010371775,0.009916055
321758:7083,08/24/18 18:21:07,152,HLT_Mu9_IP5_part0_v2,0.007727474,0.007503518
321760:7083,08/24/18 19:45:38,803,HLT_Mu9_IP5_part0_v2,0.030032291,0.029167247
321778:7087,08/25/18 16:26:53,86,HLT_Mu9_IP5_part0_v2,0.004980532,0.004315285
321780:7087,08/25/18 17:04:57,481,HLT_Mu9_IP5_part0_v2,0.023386712,0.022734943
321781:7087,08/25/18 20:38:11,380,HLT_Mu9_IP5_part0_v2,0.014114022,0.013601820
321817:7090,08/26/18 13:36:56,338,HLT_Mu9_IP5_part0_v2,0.018302512,0.017658735
321818:7090,08/26/18 15:50:06,690,HLT_Mu9_IP5_part0_v2,0.028577977,0.027603081
321820:7090,08/26/18 20:26:15,214,HLT_Mu9_IP5_part0_v2,0.006576181,0.006413792
321831:7091,08/27/18 03:46:46,195,HLT_Mu9_IP5_part0_v2,0.011576718,0.010862861
321832:7091,08/27/18 05:06:22,494,HLT_Mu9_IP5_part0_v2,0.024065510,0.023192369
321833:7091,08/27/18 08:27:00,398,HLT_Mu9_IP5_part0_v2,0.015375776,0.014838155
321834:7091,08/27/18 11:05:28,333,HLT_Mu9_IP5_part0_v2,0.010313942,0.009961901
321887:7095,08/28/18 04:54:04,303,HLT_Mu9_IP5_part0_v2,0.016580572,0.016069590
321909:7097,08/28/18 17:41:53,1472,HLT_Mu9_IP5_part0_v2,0.059143718,0.057364626
321917:7098,08/29/18 09:30:20,172,HLT_Mu9_IP5_part0_v2,0.009779597,0.009444981
321919:7098,08/29/18 10:38:52,6,HLT_Mu9_IP5_part0_v2,0.000328575,0.000297765
321973:7105,08/30/18 13:59:22,552,HLT_Mu9_IP5_part0_v2,0.028229609,0.027106930
321975:7105,08/30/18 17:37:18,866,HLT_Mu9_IP5_part0_v2,0.030155747,0.029156757
321988:7108,08/31/18 08:12:31,670,HLT_Mu9_IP5_part0_v2,0.032667251,0.031401174
321990:7108,08/31/18 13:16:37,471,HLT_Mu9_IP5_part0_v2,0.016665373,0.016206390
322022:7110,09/01/18 01:18:34,1106,HLT_Mu9_IP5_part0_v2,0.049509462,0.047955976
322068:7117,09/02/18 07:02:01,2,HLT_Mu9_IP5_part0_v2,0.000119165,0.000115276
322106:7120,09/03/18 02:22:23,99,HLT_Mu9_IP5_part0_v2,0.005347717,0.005182600
322118:7122,09/03/18 10:51:34,331,HLT_Mu9_IP5_part0_v2,0.017952260,0.017384918
322179:7123,09/03/18 22:01:56,912,HLT_Mu9_IP5_part0_v2,0.039969863,0.038671818
322204:7124,09/04/18 10:28:21,671,HLT_Mu9_IP5_part0_v2,0.033228043,0.031776026
322222:7124,09/04/18 14:53:45,526,HLT_Mu9_IP5_part0_v2,0.019261203,0.018548845
322252:7125,09/05/18 00:38:46,903,HLT_Mu9_IP5_part0_v2,0.042850647,0.040846938
322322:7127,09/05/18 16:16:54,772,HLT_Mu9_IP5_part0_v2,0.037834903,0.036457375
322324:7127,09/05/18 21:27:53,416,HLT_Mu9_IP5_part0_v2,0.014264658,0.013851950
322332:7128,09/06/18 06:05:50,417,HLT_Mu9_IP5_part0_v2,0.022408253,0.021644419
322348:7131,09/06/18 17:59:41,807,HLT_Mu9_IP5_part0_v2,0.038712852,0.037352336
322356:7132,09/07/18 04:42:52,322,HLT_Mu9_IP5_part0_v2,0.017567649,0.017045822
322381:7133,09/07/18 14:34:30,8,HLT_Mu9_IP5_part0_v2,0.000478708,0.000466228
322431:7137,09/08/18 06:34:56,1108,HLT_Mu9_IP5_part0_v2,0.044307099,0.042846074
322492:7139,09/08/18 20:58:22,1380,HLT_Mu9_IP5_part0_v2,0.059196129,0.057159353
322617:7144,09/09/18 21:13:20,599,HLT_Mu9_IP5_part0_v2,0.028227511,0.027220598
322625:7145,09/10/18 07:33:49,505,HLT_Mu9_IP5_part0_v2,0.026368490,0.025432136
322633:7145,09/10/18 10:51:34,249,HLT_Mu9_IP5_part0_v2,0.010524938,0.010189123
323414:7213,09/24/18 01:57:29,24,HLT_Mu9_IP5_part0_v2,0.000923813,0.000789321
323423:7213,09/24/18 05:01:48,136,HLT_Mu9_IP5_part0_v2,0.004459963,0.004207415
323472:7217,09/24/18 17:06:13,24,HLT_Mu9_IP5_part0_v2,0.001508131,0.001382623
323473:7217,09/24/18 17:40:41,227,HLT_Mu9_IP5_part0_v2,0.012780505,0.010903925
323474:7217,09/24/18 19:42:20,352,HLT_Mu9_IP5_part0_v2,0.016074716,0.015561554
323475:7217,09/24/18 22:00:42,77,HLT_Mu9_IP5_part0_v2,0.002962463,0.002838816
323488:7218,09/25/18 07:28:01,596,HLT_Mu9_IP5_part0_v2,0.029566842,0.028515876
323492:7218,09/25/18 11:45:43,30,HLT_Mu9_IP5_part0_v2,0.001294781,0.001164639
323493:7218,09/25/18 11:58:37,140,HLT_Mu9_IP5_part0_v2,0.005659645,0.005475014
323495:7218,09/25/18 12:54:31,187,HLT_Mu9_IP5_part0_v2,0.006719408,0.006469305
323524:7221,09/26/18 01:45:56,43,HLT_Mu9_IP5_part0_v2,0.002571710,0.002372805
323525:7221,09/26/18 02:05:25,1117,HLT_Mu9_IP5_part0_v2,0.050351964,0.048529656
323526:7221,09/26/18 09:22:43,462,HLT_Mu9_IP5_part0_v2,0.013300212,0.012990139
323702:7234,09/29/18 08:56:34,808,HLT_Mu9_IP5_part0_v2,0.030035553,0.029191687
323726:7236,09/29/18 21:06:40,10,HLT_Mu9_IP5_part0_v2,0.000687927,0.000477140
323727:7236,09/29/18 21:21:14,950,HLT_Mu9_IP5_part0_v2,0.049766615,0.047991295
323755:7239,09/30/18 13:34:52,576,HLT_Mu9_IP5_part0_v2,0.034698491,0.033463571
323778:7240,09/30/18 21:57:58,737,HLT_Mu9_IP5_part0_v2,0.042175197,0.040569319
323790:7242,10/01/18 08:53:08,621,HLT_Mu9_IP5_part0_v2,0.037446488,0.035622054
323794:7242,10/01/18 13:29:17,68,HLT_Mu9_IP5_part0_v2,0.003353672,0.003211321
323841:7245,10/02/18 01:23:09,178,HLT_Mu9_IP5_part0_v2,0.011615028,0.010991800
323857:7245,10/02/18 02:35:30,357,HLT_Mu9_IP5_part0_v2,0.019777812,0.019102636
323940:7252,10/03/18 04:06:51,1071,HLT_Mu9_IP5_part0_v2,0.055220663,0.052799209
323954:7252,10/03/18 11:06:37,77,HLT_Mu9_IP5_part0_v2,0.003142562,0.003028186
323980:7253,10/03/18 16:06:35,6,HLT_Mu9_IP5_part0_v2,0.000414753,0.000049420
323983:7253,10/03/18 16:11:58,187,HLT_Mu9_IP5_part0_v2,0.012126326,0.011358279
323997:7253,10/03/18 17:30:39,498,HLT_Mu9_IP5_part0_v2,0.026920769,0.025758358
324021:7256,10/04/18 04:28:43,360,HLT_Mu9_IP5_part0_v2,0.022408414,0.020537264
324022:7256,10/04/18 06:50:15,554,HLT_Mu9_IP5_part0_v2,0.026373269,0.025557112
324077:7259,10/05/18 01:28:36,216,HLT_Mu9_IP5_part0_v2,0.013780984,0.013268777
324201:7264,10/07/18 01:48:39,1071,HLT_Mu9_IP5_part0_v2,0.054860663,0.052938433
324202:7264,10/07/18 08:49:38,236,HLT_Mu9_IP5_part0_v2,0.007948036,0.007777085
324205:7264,10/07/18 10:31:04,160,HLT_Mu9_IP5_part0_v2,0.004735542,0.004592692
324206:7264,10/07/18 11:38:14,141,HLT_Mu9_IP5_part0_v2,0.003818026,0.003504567
324207:7264,10/07/18 12:44:24,33,HLT_Mu9_IP5_part0_v2,0.000839056,0.000810916
324209:7264,10/07/18 13:02:20,142,HLT_Mu9_IP5_part0_v2,0.003277916,0.003215741
324245:7266,10/08/18 03:04:44,1418,HLT_Mu9_IP5_part0_v2,0.069273140,0.066746190
324293:7270,10/09/18 01:05:34,2000,HLT_Mu9_IP5_part0_v2,0.083975484,0.081362134
324318:7271,10/09/18 17:53:42,332,HLT_Mu9_IP5_part0_v2,0.020913209,0.019968051
324420:7274,10/11/18 02:08:41,358,HLT_Mu9_IP5_part0_v2,0.022117923,0.021249208
324729:7308,10/16/18 09:28:04,193,HLT_Mu9_IP5_part0_v2,0.003068557,0.002959319
324747:7309,10/16/18 14:53:22,772,HLT_Mu9_IP5_part0_v2,0.042614164,0.040660130
324764:7309,10/16/18 19:54:47,147,HLT_Mu9_IP5_part0_v2,0.006407619,0.006013076
324765:7309,10/16/18 20:52:50,478,HLT_Mu9_IP5_part0_v2,0.018095382,0.017535908
324769:7309,10/16/18 23:59:45,328,HLT_Mu9_IP5_part0_v2,0.009598021,0.009354009
324772:7309,10/17/18 02:48:00,165,HLT_Mu9_IP5_part0_v2,0.003837645,0.003756525
324785:7310,10/17/18 07:56:41,325,HLT_Mu9_IP5_part0_v2,0.020271076,0.019501349
324791:7310,10/17/18 10:04:47,1217,HLT_Mu9_IP5_part0_v2,0.050585823,0.049001445
324840:7314,10/18/18 00:44:21,85,HLT_Mu9_IP5_part0_v2,0.005701334,0.005242836
324841:7314,10/18/18 01:18:35,1347,HLT_Mu9_IP5_part0_v2,0.062521775,0.060201606
324846:7314,10/18/18 10:06:07,515,HLT_Mu9_IP5_part0_v2,0.014130209,0.013710591
324878:7315,10/18/18 16:56:51,1611,HLT_Mu9_IP5_part0_v2,0.075498343,0.072869928
324970:7320,10/19/18 18:01:44,1825,HLT_Mu9_IP5_part0_v2,0.074310237,0.071650924
324980:7321,10/20/18 10:25:23,1931,HLT_Mu9_IP5_part0_v2,0.082160047,0.078970818
324998:7324,10/21/18 06:14:31,230,HLT_Mu9_IP5_part0_v2,0.014838236,0.013891806
324999:7324,10/21/18 07:47:04,14,HLT_Mu9_IP5_part0_v2,0.000839022,0.000776696
325000:7324,10/21/18 08:03:55,371,HLT_Mu9_IP5_part0_v2,0.019642153,0.018932716
325001:7324,10/21/18 10:29:40,592,HLT_Mu9_IP5_part0_v2,0.024681355,0.023827608
325022:7328,10/22/18 05:24:48,278,HLT_Mu9_IP5_part0_v2,0.011361704,0.011042665
325057:7331,10/22/18 16:14:13,16,HLT_Mu9_IP5_part0_v2,0.001103692,0.001061345
325099:7333,10/22/18 23:57:56,61,HLT_Mu9_IP5_part0_v2,0.004163757,0.003897001
325100:7333,10/23/18 00:24:31,254,HLT_Mu9_IP5_part0_v2,0.015784565,0.014893441
325101:7333,10/23/18 02:07:46,482,HLT_Mu9_IP5_part0_v2,0.024550218,0.023654059
325110:7333,10/23/18 05:49:21,14,HLT_Mu9_IP5_part0_v2,0.000593802,0.000569329
325117:7333,10/23/18 07:39:08,531,HLT_Mu9_IP5_part0_v2,0.017596293,0.017043337
325159:7334,10/23/18 14:46:33,191,HLT_Mu9_IP5_part0_v2,0.012331074,0.011287398
325168:7334,10/23/18 16:09:33,18,HLT_Mu9_IP5_part0_v2,0.001105378,0.000857771
325169:7334,10/23/18 16:19:28,23,HLT_Mu9_IP5_part0_v2,0.001392058,0.001115524
325170:7334,10/23/18 16:31:17,1203,HLT_Mu9_IP5_part0_v2,0.054495141,0.052628497
325172:7334,10/24/18 00:23:24,472,HLT_Mu9_IP5_part0_v2,0.013949026,0.013527145
317527:6763,06/07/18 05:21:30,445,HLT_Mu9_IP5_part1_v2,0.023748879,0.023005799
317626:6770,06/09/18 01:58:39,1200,HLT_Mu9_IP5_part1_v2,0.051059231,0.049540246
317640:6772,06/09/18 18:15:29,112,HLT_Mu9_IP5_part1_v2,0.006340312,0.005869376
317641:6772,06/09/18 19:02:09,1390,HLT_Mu9_IP5_part1_v2,0.055287244,0.053663004
317649:6773,06/10/18 10:38:00,81,HLT_Mu9_IP5_part1_v2,0.004584473,0.004315840
317650:6773,06/10/18 11:10:27,1304,HLT_Mu9_IP5_part1_v2,0.052862296,0.051199285
317661:6774,06/11/18 02:53:02,460,HLT_Mu9_IP5_part1_v2,0.023669262,0.023027296
317663:6774,06/11/18 06:28:48,854,HLT_Mu9_IP5_part1_v2,0.031274812,0.030508440
318733:6850,06/26/18 22:29:04,31,HLT_Mu9_IP5_part1_v2,0.000560822,0.000522766
318828:6858,06/28/18 06:33:31,62,HLT_Mu9_IP5_part1_v2,0.002382982,0.002298531
318877:6860,06/28/18 21:08:01,567,HLT_Mu9_IP5_part1_v2,0.030176684,0.029357059
319337:6901,07/08/18 02:05:51,1591,HLT_Mu9_IP5_part1_v2,0.030218742,0.029503330
319349:6904,07/09/18 00:40:17,105,HLT_Mu9_IP5_part1_v2,0.005883995,0.005749941
319450:6909,07/10/18 05:22:44,91,HLT_Mu9_IP5_part1_v2,0.005182984,0.005066720
319456:6909,07/10/18 07:08:40,209,HLT_Mu9_IP5_part1_v2,0.010803779,0.010403125
319459:6909,07/10/18 08:32:35,78,HLT_Mu9_IP5_part1_v2,0.003528288,0.003442420
319503:6911,07/11/18 19:11:47,57,HLT_Mu9_IP5_part1_v2,0.003266131,0.003189400
319524:6912,07/12/18 06:18:22,212,HLT_Mu9_IP5_part1_v2,0.011792688,0.011440982
319526:6912,07/12/18 08:14:19,282,HLT_Mu9_IP5_part1_v2,0.014351937,0.013931915
319528:6912,07/12/18 10:12:58,105,HLT_Mu9_IP5_part1_v2,0.005041467,0.004899487
319579:6919,07/13/18 12:03:05,1996,HLT_Mu9_IP5_part1_v2,0.089860051,0.087272842
319639:6923,07/15/18 01:32:24,449,HLT_Mu9_IP5_part1_v2,0.019709079,0.019022594
319658:6924,07/15/18 10:51:49,133,HLT_Mu9_IP5_part1_v2,0.007461392,0.007177420
319659:6924,07/15/18 11:50:26,87,HLT_Mu9_IP5_part1_v2,0.004521670,0.004357533
319697:6929,07/16/18 02:17:40,437,HLT_Mu9_IP5_part1_v2,0.012570551,0.012112257
319698:6929,07/16/18 05:13:10,312,HLT_Mu9_IP5_part1_v2,0.007440741,0.007259053
319756:6931,07/16/18 19:54:43,1265,HLT_Mu9_IP5_part1_v2,0.055394206,0.053658736
319840:6939,07/17/18 22:27:53,348,HLT_Mu9_IP5_part1_v2,0.010252418,0.009943794
319841:6939,07/18/18 00:44:33,167,HLT_Mu9_IP5_part1_v2,0.004168054,0.004056066
319853:6940,07/18/18 08:43:52,153,HLT_Mu9_IP5_part1_v2,0.008537076,0.008302961
319854:6940,07/18/18 09:44:34,225,HLT_Mu9_IP5_part1_v2,0.011047026,0.010743265
319909:6942,07/19/18 03:03:13,7,HLT_Mu9_IP5_part1_v2,0.002745400,0.001120242
319910:6942,07/19/18 05:28:02,626,HLT_Mu9_IP5_part1_v2,0.036198102,0.034965018
319912:6942,07/19/18 09:34:41,58,HLT_Mu9_IP5_part1_v2,0.002785513,0.002639448
319913:6942,07/19/18 10:00:10,54,HLT_Mu9_IP5_part1_v2,0.002509362,0.002420347
319914:6942,07/19/18 10:23:59,29,HLT_Mu9_IP5_part1_v2,0.001313544,0.001265374
319915:6942,07/19/18 10:37:23,416,HLT_Mu9_IP5_part1_v2,0.017788011,0.017360465
319991:6953,07/20/18 20:52:41,55,HLT_Mu9_IP5_part1_v2,0.003104524,0.003015739
319992:6953,07/20/18 21:15:39,264,HLT_Mu9_IP5_part1_v2,0.013662855,0.013117300
319993:6953,07/20/18 23:01:06,955,HLT_Mu9_IP5_part1_v2,0.037549375,0.036535163
320010:6956,07/21/18 14:28:52,327,HLT_Mu9_IP5_part1_v2,0.015180338,0.014791806
320011:6956,07/21/18 16:38:02,302,HLT_Mu9_IP5_part1_v2,0.012622644,0.012227607
320012:6956,07/21/18 18:38:20,99,HLT_Mu9_IP5_part1_v2,0.003742393,0.003612138
320024:6957,07/22/18 01:46:07,38,HLT_Mu9_IP5_part1_v2,0.002194645,0.002015069
320025:6957,07/22/18 02:03:20,113,HLT_Mu9_IP5_part1_v2,0.006243158,0.006022647
320026:6957,07/22/18 02:49:54,204,HLT_Mu9_IP5_part1_v2,0.010312921,0.010017141
320040:6960,07/22/18 11:47:22,690,HLT_Mu9_IP5_part1_v2,0.033885469,0.032803283
320065:6961,07/22/18 23:23:20,730,HLT_Mu9_IP5_part1_v2,0.035354327,0.034171318
320674:7005,08/01/18 08:16:49,586,HLT_Mu9_IP5_part1_v2,0.006697911,0.006587901
320688:7006,08/01/18 16:46:28,271,HLT_Mu9_IP5_part1_v2,0.014627457,0.014188903
320804:7017,08/03/18 10:07:08,772,HLT_Mu9_IP5_part1_v2,0.036419870,0.035155239
320807:7017,08/03/18 15:28:46,7,HLT_Mu9_IP5_part1_v2,0.001319980,0.000348408
320809:7017,08/03/18 15:43:13,716,HLT_Mu9_IP5_part1_v2,0.021803389,0.021246141
