#Data tag : 19v3 , Norm tag: None
run:fill,ls,time,hltpath,delivered(/fb),recorded(/fb),avgpu,source
317626:6770,1690:1690,06/09/18 07:26:33,HLT_Mu7_IP4_part0_v2,0.000037672,0.000036270,22.6,HFOC
317626:6770,1691:1691,06/09/18 07:26:57,HLT_Mu7_IP4_part0_v2,0.000037660,0.000036783,22.6,HFOC
317626:6770,1692:1692,06/09/18 07:27:20,HLT_Mu7_IP4_part0_v2,0.000037644,0.000036773,22.6,HFOC
317626:6770,1693:1693,06/09/18 07:27:43,HLT_Mu7_IP4_part0_v2,0.000037632,0.000036761,22.6,HFOC
317626:6770,1694:1694,06/09/18 07:28:07,HLT_Mu7_IP4_part0_v2,0.000037625,0.000036751,22.6,HFOC
317626:6770,1695:1695,06/09/18 07:28:30,HLT_Mu7_IP4_part0_v2,0.000037586,0.000036713,22.6,HFOC
317626:6770,1696:1696,06/09/18 07:28:53,HLT_Mu7_IP4_part0_v2,0.000037562,0.000036690,22.5,HFOC
317626:6770,1697:1697,06/09/18 07:29:17,HLT_Mu7_IP4_part0_v2,0.000037547,0.000036679,22.5,HFOC
317626:6770,1698:1698,06/09/18 07:29:40,HLT_Mu7_IP4_part0_v2,0.000037529,0.000036662,22.5,HFOC
317626:6770,1699:1699,06/09/18 07:30:03,HLT_Mu7_IP4_part0_v2,0.000037510,0.000036638,22.5,HFOC
317626:6770,1700:1700,06/09/18 07:30:27,HLT_Mu7_IP4_part0_v2,0.000037484,0.000035522,22.5,HFOC
317626:6770,1701:1701,06/09/18 07:30:50,HLT_Mu7_IP4_part0_v2,0.000037467,0.000036603,22.5,HFOC
317626:6770,1702:1702,06/09/18 07:31:13,HLT_Mu7_IP4_part0_v2,0.000037446,0.000036576,22.5,HFOC
317626:6770,1703:1703,06/09/18 07:31:36,HLT_Mu7_IP4_part0_v2,0.000037430,0.000036510,22.5,HFOC
317626:6770,1704:1704,06/09/18 07:32:00,HLT_Mu7_IP4_part0_v2,0.000037392,0.000036531,22.4,HFOC
317626:6770,1705:1705,06/09/18 07:32:23,HLT_Mu7_IP4_part0_v2,0.000037372,0.000036514,22.4,HFOC
317626:6770,1706:1706,06/09/18 07:32:46,HLT_Mu7_IP4_part0_v2,0.000037356,0.000036498,22.4,HFOC
317626:6770,1707:1707,06/09/18 07:33:10,HLT_Mu7_IP4_part0_v2,0.000037277,0.000036420,22.4,HFOC
317626:6770,1708:1708,06/09/18 07:33:33,HLT_Mu7_IP4_part0_v2,0.000037302,0.000036447,22.4,HFOC
317626:6770,1709:1709,06/09/18 07:33:56,HLT_Mu7_IP4_part0_v2,0.000037268,0.000035891,22.4,HFOC
317626:6770,1710:1710,06/09/18 07:34:20,HLT_Mu7_IP4_part0_v2,0.000037250,0.000036392,22.4,HFOC
317626:6770,1711:1711,06/09/18 07:34:43,HLT_Mu7_IP4_part0_v2,0.000037226,0.000036369,22.3,HFOC
317626:6770,1712:1712,06/09/18 07:35:06,HLT_Mu7_IP4_part0_v2,0.000037198,0.000036345,22.3,HFOC
317626:6770,1713:1713,06/09/18 07:35:30,HLT_Mu7_IP4_part0_v2,0.000037128,0.000036281,22.3,HFOC
317626:6770,1714:1714,06/09/18 07:35:53,HLT_Mu7_IP4_part0_v2,0.000037121,0.000036270,22.3,HFOC
317626:6770,1715:1715,06/09/18 07:36:16,HLT_Mu7_IP4_part0_v2,0.000037091,0.000036245,22.3,HFOC
317626:6770,1716:1716,06/09/18 07:36:40,HLT_Mu7_IP4_part0_v2,0.000037066,0.000036214,22.2,HFOC
317626:6770,1717:1717,06/09/18 07:37:03,HLT_Mu7_IP4_part0_v2,0.000037039,0.000036192,22.2,HFOC
317626:6770,1718:1718,06/09/18 07:37:26,HLT_Mu7_IP4_part0_v2,0.000037021,0.000036176,22.2,HFOC
317626:6770,1719:1719,06/09/18 07:37:49,HLT_Mu7_IP4_part0_v2,0.000036943,0.000035585,22.2,HFOC
317626:6770,1720:1720,06/09/18 07:38:13,HLT_Mu7_IP4_part0_v2,0.000036627,0.000035794,22.0,HFOC
317626:6770,1721:1721,06/09/18 07:38:36,HLT_Mu7_IP4_part0_v2,0.000036408,0.000035586,21.8,HFOC
317626:6770,1722:1722,06/09/18 07:38:59,HLT_Mu7_IP4_part0_v2,0.000036359,0.000035542,21.8,HFOC
317626:6770,1723:1723,06/09/18 07:39:23,HLT_Mu7_IP4_part0_v2,0.000036231,0.000035417,21.7,HFOC
317626:6770,1724:1724,06/09/18 07:39:46,HLT_Mu7_IP4_part0_v2,0.000036298,0.000035483,21.8,HFOC
317626:6770,1725:1725,06/09/18 07:40:09,HLT_Mu7_IP4_part0_v2,0.000036258,0.000035443,21.8,HFOC
317626:6770,1726:1726,06/09/18 07:40:33,HLT_Mu7_IP4_part0_v2,0.000036236,0.000035424,21.7,HFOC
317626:6770,1727:1727,06/09/18 07:40:56,HLT_Mu7_IP4_part0_v2,0.000036200,0.000035390,21.7,HFOC
317626:6770,1728:1728,06/09/18 07:41:19,HLT_Mu7_IP4_part0_v2,0.000036180,0.000035370,21.7,HFOC
317626:6770,1729:1729,06/09/18 07:41:43,HLT_Mu7_IP4_part0_v2,0.000036147,0.000035340,21.7,HFOC
317626:6770,1730:1730,06/09/18 07:42:06,HLT_Mu7_IP4_part0_v2,0.000036119,0.000034807,21.7,HFOC
317626:6770,1731:1731,06/09/18 07:42:29,HLT_Mu7_IP4_part0_v2,0.000036098,0.000035292,21.7,HFOC
317626:6770,1732:1732,06/09/18 07:42:52,HLT_Mu7_IP4_part0_v2,0.000036107,0.000035301,21.7,HFOC
317626:6770,1733:1733,06/09/18 07:43:16,HLT_Mu7_IP4_part0_v2,0.000036087,0.000035280,21.7,HFOC
317626:6770,1734:1734,06/09/18 07:43:39,HLT_Mu7_IP4_part0_v2,0.000036070,0.000035266,21.6,HFOC
317626:6770,1735:1735,06/09/18 07:44:02,HLT_Mu7_IP4_part0_v2,0.000036046,0.000035240,21.6,HFOC
317626:6770,1736:1736,06/09/18 07:44:26,HLT_Mu7_IP4_part0_v2,0.000036023,0.000035220,21.6,HFOC
317626:6770,1737:1737,06/09/18 07:44:49,HLT_Mu7_IP4_part0_v2,0.000035994,0.000035191,21.6,HFOC
317626:6770,1738:1738,06/09/18 07:45:12,HLT_Mu7_IP4_part0_v2,0.000035975,0.000035172,21.6,HFOC
317626:6770,1739:1739,06/09/18 07:45:36,HLT_Mu7_IP4_part0_v2,0.000035954,0.000035154,21.6,HFOC
317626:6770,1740:1740,06/09/18 07:45:59,HLT_Mu7_IP4_part0_v2,0.000035936,0.000034621,21.6,HFOC
317626:6770,1741:1741,06/09/18 07:46:22,HLT_Mu7_IP4_part0_v2,0.000035861,0.000035063,21.5,HFOC
317626:6770,1742:1742,06/09/18 07:46:46,HLT_Mu7_IP4_part0_v2,0.000035889,0.000035091,21.5,HFOC
317626:6770,1743:1743,06/09/18 07:47:09,HLT_Mu7_IP4_part0_v2,0.000035918,0.000035117,21.6,HFOC
317626:6770,1744:1744,06/09/18 07:47:32,HLT_Mu7_IP4_part0_v2,0.000035854,0.000035054,21.5,HFOC
317626:6770,1745:1745,06/09/18 07:47:56,HLT_Mu7_IP4_part0_v2,0.000035820,0.000035025,21.5,HFOC
317626:6770,1746:1746,06/09/18 07:48:19,HLT_Mu7_IP4_part0_v2,0.000035806,0.000035009,21.5,HFOC
317626:6770,1747:1747,06/09/18 07:48:42,HLT_Mu7_IP4_part0_v2,0.000035784,0.000034990,21.5,HFOC
317626:6770,1748:1748,06/09/18 07:49:05,HLT_Mu7_IP4_part0_v2,0.000035752,0.000034959,21.5,HFOC
317626:6770,1749:1749,06/09/18 07:49:29,HLT_Mu7_IP4_part0_v2,0.000035747,0.000034954,21.4,HFOC
317626:6770,1750:1750,06/09/18 07:49:52,HLT_Mu7_IP4_part0_v2,0.000035692,0.000034896,21.4,HFOC
317626:6770,1751:1751,06/09/18 07:50:15,HLT_Mu7_IP4_part0_v2,0.000035681,0.000034391,21.4,HFOC
317626:6770,1752:1752,06/09/18 07:50:39,HLT_Mu7_IP4_part0_v2,0.000035644,0.000034856,21.4,HFOC
317626:6770,1753:1753,06/09/18 07:51:02,HLT_Mu7_IP4_part0_v2,0.000035618,0.000034832,21.4,HFOC
317626:6770,1754:1754,06/09/18 07:51:25,HLT_Mu7_IP4_part0_v2,0.000035592,0.000034803,21.4,HFOC
317626:6770,1755:1755,06/09/18 07:51:49,HLT_Mu7_IP4_part0_v2,0.000035572,0.000034780,21.3,HFOC
317626:6770,1756:1756,06/09/18 07:52:12,HLT_Mu7_IP4_part0_v2,0.000035548,0.000034766,21.3,HFOC
317626:6770,1757:1757,06/09/18 07:52:35,HLT_Mu7_IP4_part0_v2,0.000035522,0.000034738,21.3,HFOC
317626:6770,1758:1758,06/09/18 07:52:59,HLT_Mu7_IP4_part0_v2,0.000035510,0.000034723,21.3,HFOC
317626:6770,1759:1759,06/09/18 07:53:22,HLT_Mu7_IP4_part0_v2,0.000035458,0.000034680,21.3,HFOC
317626:6770,1760:1760,06/09/18 07:53:45,HLT_Mu7_IP4_part0_v2,0.000035427,0.000034646,21.3,HFOC
317626:6770,1761:1761,06/09/18 07:54:09,HLT_Mu7_IP4_part0_v2,0.000035408,0.000034134,21.2,HFOC
317626:6770,1762:1762,06/09/18 07:54:32,HLT_Mu7_IP4_part0_v2,0.000035392,0.000034615,21.2,HFOC
317626:6770,1763:1763,06/09/18 07:54:55,HLT_Mu7_IP4_part0_v2,0.000035372,0.000034592,21.2,HFOC
317626:6770,1764:1764,06/09/18 07:55:18,HLT_Mu7_IP4_part0_v2,0.000035337,0.000034561,21.2,HFOC
317626:6770,1765:1765,06/09/18 07:55:42,HLT_Mu7_IP4_part0_v2,0.000035306,0.000034531,21.2,HFOC
317626:6770,1766:1766,06/09/18 07:56:05,HLT_Mu7_IP4_part0_v2,0.000035243,0.000034468,21.1,HFOC
317626:6770,1767:1767,06/09/18 07:56:28,HLT_Mu7_IP4_part0_v2,0.000035244,0.000034471,21.1,HFOC
317626:6770,1768:1768,06/09/18 07:56:52,HLT_Mu7_IP4_part0_v2,0.000035240,0.000034453,21.1,HFOC
317626:6770,1769:1769,06/09/18 07:57:15,HLT_Mu7_IP4_part0_v2,0.000035245,0.000034473,21.1,HFOC
317626:6770,1770:1770,06/09/18 07:57:38,HLT_Mu7_IP4_part0_v2,0.000035188,0.000034414,21.1,HFOC
317626:6770,1771:1771,06/09/18 07:58:02,HLT_Mu7_IP4_part0_v2,0.000035170,0.000034400,21.1,HFOC
317626:6770,1772:1772,06/09/18 07:58:25,HLT_Mu7_IP4_part0_v2,0.000035157,0.000033895,21.1,HFOC
317626:6770,1773:1773,06/09/18 07:58:48,HLT_Mu7_IP4_part0_v2,0.000033878,0.000033160,20.3,HFOC
317626:6770,1774:1774,06/09/18 07:59:12,HLT_Mu7_IP4_part0_v2,0.000034354,0.000033616,20.6,HFOC
317626:6770,1775:1775,06/09/18 07:59:35,HLT_Mu7_IP4_part0_v2,0.000032975,0.000032286,19.8,HFOC
317626:6770,1776:1776,06/09/18 07:59:58,HLT_Mu7_IP4_part0_v2,0.000033904,0.000033185,20.3,HFOC
317626:6770,1777:1777,06/09/18 08:00:22,HLT_Mu7_IP4_part0_v2,0.000034717,0.000033964,20.8,HFOC
317626:6770,1778:1778,06/09/18 08:00:45,HLT_Mu7_IP4_part0_v2,0.000035069,0.000034303,21.0,HFOC
317626:6770,1779:1779,06/09/18 08:01:08,HLT_Mu7_IP4_part0_v2,0.000035055,0.000034285,21.0,HFOC
317626:6770,1780:1780,06/09/18 08:01:31,HLT_Mu7_IP4_part0_v2,0.000035032,0.000034268,21.0,HFOC
317626:6770,1781:1781,06/09/18 08:01:55,HLT_Mu7_IP4_part0_v2,0.000035003,0.000034237,21.0,HFOC
317626:6770,1782:1782,06/09/18 08:02:18,HLT_Mu7_IP4_part0_v2,0.000034987,0.000034225,21.0,HFOC
317626:6770,1783:1783,06/09/18 08:02:41,HLT_Mu7_IP4_part0_v2,0.000034962,0.000034199,21.0,HFOC
317626:6770,1784:1784,06/09/18 08:03:05,HLT_Mu7_IP4_part0_v2,0.000034947,0.000034188,21.0,HFOC
317626:6770,1785:1785,06/09/18 08:03:28,HLT_Mu7_IP4_part0_v2,0.000034916,0.000034154,21.0,HFOC
317626:6770,1786:1786,06/09/18 08:03:51,HLT_Mu7_IP4_part0_v2,0.000034882,0.000034123,20.9,HFOC
317626:6770,1787:1787,06/09/18 08:04:15,HLT_Mu7_IP4_part0_v2,0.000034854,0.000034094,20.9,HFOC
317626:6770,1788:1788,06/09/18 08:04:38,HLT_Mu7_IP4_part0_v2,0.000034829,0.000034070,20.9,HFOC
317626:6770,1789:1789,06/09/18 08:05:01,HLT_Mu7_IP4_part0_v2,0.000034808,0.000034051,20.9,HFOC
317626:6770,1790:1790,06/09/18 08:05:25,HLT_Mu7_IP4_part0_v2,0.000034784,0.000034027,20.9,HFOC
317626:6770,1791:1791,06/09/18 08:05:48,HLT_Mu7_IP4_part0_v2,0.000034684,0.000033934,20.8,HFOC
317626:6770,1792:1792,06/09/18 08:06:11,HLT_Mu7_IP4_part0_v2,0.000034719,0.000033965,20.8,HFOC
317626:6770,1793:1793,06/09/18 08:06:34,HLT_Mu7_IP4_part0_v2,0.000034789,0.000033546,20.9,HFOC
317626:6770,1794:1794,06/09/18 08:06:58,HLT_Mu7_IP4_part0_v2,0.000034680,0.000032817,20.8,HFOC
317626:6770,1795:1795,06/09/18 08:07:21,HLT_Mu7_IP4_part0_v2,0.000034642,0.000033894,20.8,HFOC
317626:6770,1796:1796,06/09/18 08:07:44,HLT_Mu7_IP4_part0_v2,0.000034614,0.000033866,20.8,HFOC
317626:6770,1797:1797,06/09/18 08:08:08,HLT_Mu7_IP4_part0_v2,0.000034589,0.000033318,20.8,HFOC
317626:6770,1798:1798,06/09/18 08:08:31,HLT_Mu7_IP4_part0_v2,0.000034563,0.000033817,20.7,HFOC
317626:6770,1799:1799,06/09/18 08:08:54,HLT_Mu7_IP4_part0_v2,0.000034543,0.000033797,20.7,HFOC
317626:6770,1800:1800,06/09/18 08:09:18,HLT_Mu7_IP4_part0_v2,0.000034507,0.000033762,20.7,HFOC
317626:6770,1801:1801,06/09/18 08:09:41,HLT_Mu7_IP4_part0_v2,0.000034481,0.000033735,20.7,HFOC
317626:6770,1802:1802,06/09/18 08:10:04,HLT_Mu7_IP4_part0_v2,0.000034462,0.000033717,20.7,HFOC
317626:6770,1803:1803,06/09/18 08:10:28,HLT_Mu7_IP4_part0_v2,0.000034437,0.000033695,20.7,HFOC
317626:6770,1804:1804,06/09/18 08:10:51,HLT_Mu7_IP4_part0_v2,0.000034409,0.000033668,20.6,HFOC
317626:6770,1805:1805,06/09/18 08:11:14,HLT_Mu7_IP4_part0_v2,0.000034395,0.000033608,20.6,HFOC
317626:6770,1806:1806,06/09/18 08:11:37,HLT_Mu7_IP4_part0_v2,0.000034396,0.000033657,20.6,HFOC
317626:6770,1807:1807,06/09/18 08:12:01,HLT_Mu7_IP4_part0_v2,0.000034412,0.000033622,20.6,HFOC
317626:6770,1808:1808,06/09/18 08:12:24,HLT_Mu7_IP4_part0_v2,0.000035308,0.000034532,21.2,HFOC
317626:6770,1809:1809,06/09/18 08:12:47,HLT_Mu7_IP4_part0_v2,0.000036224,0.000034902,21.7,HFOC
317626:6770,1810:1810,06/09/18 08:13:11,HLT_Mu7_IP4_part0_v2,0.000036223,0.000035404,21.7,HFOC
317626:6770,1811:1811,06/09/18 08:13:34,HLT_Mu7_IP4_part0_v2,0.000036197,0.000035379,21.7,HFOC
317626:6770,1812:1812,06/09/18 08:13:57,HLT_Mu7_IP4_part0_v2,0.000036168,0.000035356,21.7,HFOC
317626:6770,1813:1813,06/09/18 08:14:21,HLT_Mu7_IP4_part0_v2,0.000036140,0.000035325,21.7,HFOC
317626:6770,1814:1814,06/09/18 08:14:44,HLT_Mu7_IP4_part0_v2,0.000036074,0.000035264,21.6,HFOC
317626:6770,1815:1815,06/09/18 08:15:07,HLT_Mu7_IP4_part0_v2,0.000036030,0.000035221,21.6,HFOC
317626:6770,1816:1816,06/09/18 08:15:31,HLT_Mu7_IP4_part0_v2,0.000036042,0.000035231,21.6,HFOC
317626:6770,1817:1817,06/09/18 08:15:54,HLT_Mu7_IP4_part0_v2,0.000036028,0.000035221,21.6,HFOC
317626:6770,1818:1818,06/09/18 08:16:17,HLT_Mu7_IP4_part0_v2,0.000036043,0.000035231,21.6,HFOC
317626:6770,1819:1819,06/09/18 08:16:41,HLT_Mu7_IP4_part0_v2,0.000035946,0.000034640,21.6,HFOC
317626:6770,1820:1820,06/09/18 08:17:04,HLT_Mu7_IP4_part0_v2,0.000035913,0.000035110,21.5,HFOC
317626:6770,1821:1821,06/09/18 08:17:27,HLT_Mu7_IP4_part0_v2,0.000035890,0.000035087,21.5,HFOC
317626:6770,1822:1822,06/09/18 08:17:50,HLT_Mu7_IP4_part0_v2,0.000035861,0.000035062,21.5,HFOC
317626:6770,1823:1823,06/09/18 08:18:14,HLT_Mu7_IP4_part0_v2,0.000035834,0.000035036,21.5,HFOC
317626:6770,1824:1824,06/09/18 08:18:37,HLT_Mu7_IP4_part0_v2,0.000035812,0.000035012,21.5,HFOC
317626:6770,1825:1825,06/09/18 08:19:00,HLT_Mu7_IP4_part0_v2,0.000035785,0.000034988,21.5,HFOC
317626:6770,1826:1826,06/09/18 08:19:24,HLT_Mu7_IP4_part0_v2,0.000035770,0.000034973,21.5,HFOC
317626:6770,1827:1827,06/09/18 08:19:47,HLT_Mu7_IP4_part0_v2,0.000035745,0.000034952,21.4,HFOC
317626:6770,1828:1828,06/09/18 08:20:10,HLT_Mu7_IP4_part0_v2,0.000035719,0.000034924,21.4,HFOC
317626:6770,1829:1829,06/09/18 08:20:34,HLT_Mu7_IP4_part0_v2,0.000035680,0.000034886,21.4,HFOC
317626:6770,1830:1830,06/09/18 08:20:57,HLT_Mu7_IP4_part0_v2,0.000035662,0.000034372,21.4,HFOC
317626:6770,1831:1831,06/09/18 08:21:20,HLT_Mu7_IP4_part0_v2,0.000035638,0.000034844,21.4,HFOC
317626:6770,1832:1832,06/09/18 08:21:44,HLT_Mu7_IP4_part0_v2,0.000035608,0.000034817,21.4,HFOC
317626:6770,1833:1833,06/09/18 08:22:07,HLT_Mu7_IP4_part0_v2,0.000035581,0.000034794,21.3,HFOC
317626:6770,1834:1834,06/09/18 08:22:30,HLT_Mu7_IP4_part0_v2,0.000035557,0.000034770,21.3,HFOC
317626:6770,1835:1835,06/09/18 08:22:54,HLT_Mu7_IP4_part0_v2,0.000035579,0.000034791,21.3,HFOC
317626:6770,1836:1836,06/09/18 08:23:17,HLT_Mu7_IP4_part0_v2,0.000035477,0.000034694,21.3,HFOC
317626:6770,1837:1837,06/09/18 08:23:40,HLT_Mu7_IP4_part0_v2,0.000035426,0.000034644,21.3,HFOC
317626:6770,1838:1838,06/09/18 08:24:03,HLT_Mu7_IP4_part0_v2,0.000035401,0.000034618,21.2,HFOC
317626:6770,1839:1839,06/09/18 08:24:27,HLT_Mu7_IP4_part0_v2,0.000035482,0.000034694,21.3,HFOC
317626:6770,1840:1840,06/09/18 08:24:50,HLT_Mu7_IP4_part0_v2,0.000035392,0.000034111,21.2,HFOC
317626:6770,1841:1841,06/09/18 08:25:13,HLT_Mu7_IP4_part0_v2,0.000035335,0.000034555,21.2,HFOC
317626:6770,1842:1842,06/09/18 08:25:37,HLT_Mu7_IP4_part0_v2,0.000035331,0.000034548,21.2,HFOC
317626:6770,1843:1843,06/09/18 08:26:00,HLT_Mu7_IP4_part0_v2,0.000035286,0.000034508,21.2,HFOC
317626:6770,1844:1844,06/09/18 08:26:23,HLT_Mu7_IP4_part0_v2,0.000035249,0.000034475,21.2,HFOC
317626:6770,1845:1845,06/09/18 08:26:47,HLT_Mu7_IP4_part0_v2,0.000035227,0.000023229,21.1,HFOC
317626:6770,1846:1846,06/09/18 08:27:10,HLT_Mu7_IP4_part0_v2,0.000035199,0.000014112,21.1,HFOC
317626:6770,1847:1847,06/09/18 08:27:33,HLT_Mu7_IP4_part0_v2,0.000035163,0.000034390,21.1,HFOC
317626:6770,1848:1848,06/09/18 08:27:57,HLT_Mu7_IP4_part0_v2,0.000035126,0.000034355,21.1,HFOC
317626:6770,1849:1849,06/09/18 08:28:20,HLT_Mu7_IP4_part0_v2,0.000035110,0.000034340,21.1,HFOC
317626:6770,1850:1850,06/09/18 08:28:43,HLT_Mu7_IP4_part0_v2,0.000035077,0.000034308,21.0,HFOC
317626:6770,1851:1851,06/09/18 08:29:07,HLT_Mu7_IP4_part0_v2,0.000035047,0.000034278,21.0,HFOC
317626:6770,1852:1852,06/09/18 08:29:30,HLT_Mu7_IP4_part0_v2,0.000035017,0.000034251,21.0,HFOC
317626:6770,1853:1853,06/09/18 08:29:53,HLT_Mu7_IP4_part0_v2,0.000034963,0.000034199,21.0,HFOC
317626:6770,1854:1854,06/09/18 08:30:16,HLT_Mu7_IP4_part0_v2,0.000034889,0.000034129,20.9,HFOC
317626:6770,1855:1855,06/09/18 08:30:40,HLT_Mu7_IP4_part0_v2,0.000034932,0.000034170,21.0,HFOC
317626:6770,1856:1856,06/09/18 08:31:03,HLT_Mu7_IP4_part0_v2,0.000034899,0.000034136,20.9,HFOC
317626:6770,1857:1857,06/09/18 08:31:26,HLT_Mu7_IP4_part0_v2,0.000034925,0.000032586,21.0,HFOC
317626:6770,1858:1858,06/09/18 08:31:50,HLT_Mu7_IP4_part0_v2,0.000034815,0.000034057,20.9,HFOC
317626:6770,1859:1859,06/09/18 08:32:13,HLT_Mu7_IP4_part0_v2,0.000034801,0.000034045,20.9,HFOC
317626:6770,1860:1860,06/09/18 08:32:36,HLT_Mu7_IP4_part0_v2,0.000034775,0.000034015,20.9,HFOC
317626:6770,1861:1861,06/09/18 08:33:00,HLT_Mu7_IP4_part0_v2,0.000034734,0.000033980,20.8,HFOC
317626:6770,1862:1862,06/09/18 08:33:23,HLT_Mu7_IP4_part0_v2,0.000034695,0.000033942,20.8,HFOC
317626:6770,1863:1863,06/09/18 08:33:46,HLT_Mu7_IP4_part0_v2,0.000034672,0.000033919,20.8,HFOC
317626:6770,1864:1864,06/09/18 08:34:10,HLT_Mu7_IP4_part0_v2,0.000034641,0.000033889,20.8,HFOC
317626:6770,1865:1865,06/09/18 08:34:33,HLT_Mu7_IP4_part0_v2,0.000034612,0.000033863,20.8,HFOC
